"Accident_Index","Location_Easting_OSGR","Location_Northing_OSGR","Longitude","Latitude","Police_Force","Accident_Severity","Number_of_Vehicles","Number_of_Casualties","Date","Day_of_Week","Time","Local_Authority_.District.","Local_Authority_.Highway.","X1st_Road_Class","X1st_Road_Number","Road_Type","Speed_limit","Junction_Detail","Junction_Control","X2nd_Road_Class","X2nd_Road_Number","Pedestrian_Crossing.Human_Control","Pedestrian_Crossing.Physical_Facilities","Light_Conditions","Weather_Conditions","Road_Surface_Conditions","Special_Conditions_at_Site","Carriageway_Hazards","Urban_or_Rural_Area","Did_Police_Officer_Attend_Scene_of_Accident","LAYER","ImplementationZone"
"2014950004495",323340,674200,-3.229315,55.954729,95,"Slight collision",1,1,2014-08-19,3,12:30:00,923,"S12000036",3,90,6,30,0,-1,-1,0,0,8,1,1,1,0,0,1,1,"30mph",4
"2014950004495",323340,674200,-3.229315,55.954729,95,"Slight collision",1,1,2014-08-19,3,12:30:00,923,"S12000036",3,90,6,30,0,-1,-1,0,0,8,1,1,1,0,0,1,1,"30mph",4
"2014950004495",323340,674200,-3.229315,55.954729,95,"Slight collision",1,1,2014-08-19,3,12:30:00,923,"S12000036",3,90,6,30,0,-1,-1,0,0,8,1,1,1,0,0,1,1,"30mph",4
"2014950004498",323308,669039,-3.22836,55.908364,95,"Slight collision",1,1,2014-08-19,3,10:20:00,923,"S12000036",5,0,6,30,5,4,6,0,0,0,1,1,1,0,0,1,2,"20mph existing streets",6
"2014950004498",323308,669039,-3.22836,55.908364,95,"Slight collision",1,1,2014-08-19,3,10:20:00,923,"S12000036",5,0,6,30,5,4,6,0,0,0,1,1,1,0,0,1,2,"20mph existing streets",6
"2014950004498",323308,669039,-3.22836,55.908364,95,"Slight collision",1,1,2014-08-19,3,10:20:00,923,"S12000036",5,0,6,30,5,4,6,0,0,0,1,1,1,0,0,1,2,"20mph existing streets",6
"2014950004498",323308,669039,-3.22836,55.908364,95,"Slight collision",1,1,2014-08-19,3,10:20:00,923,"S12000036",5,0,6,30,5,4,6,0,0,0,1,1,1,0,0,1,2,"20mph existing streets",6
"2014950004517",326155,674522,-3.184331,55.958063,95,"Slight collision",2,1,2014-08-20,4,17:20:00,923,"S12000036",6,0,1,30,1,4,6,0,0,5,1,1,1,0,0,1,2,"20mph main streets",2
"2014950004517",326155,674522,-3.184331,55.958063,95,"Slight collision",2,1,2014-08-20,4,17:20:00,923,"S12000036",6,0,1,30,1,4,6,0,0,5,1,1,1,0,0,1,2,"20mph main streets",2
"2014950004517",326155,674522,-3.184331,55.958063,95,"Slight collision",2,1,2014-08-20,4,17:20:00,923,"S12000036",6,0,1,30,1,4,6,0,0,5,1,1,1,0,0,1,2,"20mph main streets",2
"2014950004517",326155,674522,-3.184331,55.958063,95,"Slight collision",2,1,2014-08-20,4,17:20:00,923,"S12000036",6,0,1,30,1,4,6,0,0,5,1,1,1,0,0,1,2,"20mph main streets",2
"2014950004534",325440,672570,-3.19524,55.940418,95,"Slight collision",2,1,2014-08-12,3,16:30:00,923,"S12000036",3,700,6,30,3,4,5,0,0,4,1,1,1,0,0,1,2,"20mph main streets",3
"2014950004534",325440,672570,-3.19524,55.940418,95,"Slight collision",2,1,2014-08-12,3,16:30:00,923,"S12000036",3,700,6,30,3,4,5,0,0,4,1,1,1,0,0,1,2,"20mph main streets",3
"2014950004534",325440,672570,-3.19524,55.940418,95,"Slight collision",2,1,2014-08-12,3,16:30:00,923,"S12000036",3,700,6,30,3,4,5,0,0,4,1,1,1,0,0,1,2,"20mph main streets",3
"2014950004534",325440,672570,-3.19524,55.940418,95,"Slight collision",2,1,2014-08-12,3,16:30:00,923,"S12000036",3,700,6,30,3,4,5,0,0,4,1,1,1,0,0,1,2,"20mph main streets",3
"2014950004542",324470,673810,-3.211113,55.951405,95,"Slight collision",1,1,2014-08-21,5,07:25:00,923,"S12000036",3,90,6,30,7,2,3,90,0,5,1,2,2,0,0,1,2,"20mph main streets",3
"2014950004542",324470,673810,-3.211113,55.951405,95,"Slight collision",1,1,2014-08-21,5,07:25:00,923,"S12000036",3,90,6,30,7,2,3,90,0,5,1,2,2,0,0,1,2,"20mph main streets",3
"2014950004542",324470,673810,-3.211113,55.951405,95,"Slight collision",1,1,2014-08-21,5,07:25:00,923,"S12000036",3,90,6,30,7,2,3,90,0,5,1,2,2,0,0,1,2,"20mph main streets",3
"2014950004542",324470,673810,-3.211113,55.951405,95,"Slight collision",1,1,2014-08-21,5,07:25:00,923,"S12000036",3,90,6,30,7,2,3,90,0,5,1,2,2,0,0,1,2,"20mph main streets",3
"2014950004545",325960,673580,-3.187195,55.949571,95,"Slight collision",1,1,2014-08-22,6,03:50:00,923,"S12000036",3,7,6,30,6,2,6,0,0,5,1,1,2,0,0,1,1,"20mph main streets",1
"2014950004545",325960,673580,-3.187195,55.949571,95,"Slight collision",1,1,2014-08-22,6,03:50:00,923,"S12000036",3,7,6,30,6,2,6,0,0,5,1,1,2,0,0,1,1,"20mph main streets",1
"2014950004545",325960,673580,-3.187195,55.949571,95,"Slight collision",1,1,2014-08-22,6,03:50:00,923,"S12000036",3,7,6,30,6,2,6,0,0,5,1,1,2,0,0,1,1,"20mph main streets",1
"2014950004545",325960,673580,-3.187195,55.949571,95,"Slight collision",1,1,2014-08-22,6,03:50:00,923,"S12000036",3,7,6,30,6,2,6,0,0,5,1,1,2,0,0,1,1,"20mph main streets",1
"2014950004547",326200,674500,-3.183604,55.957873,95,"Serious collision",1,1,2014-08-21,5,17:30:00,923,"S12000036",6,0,6,30,3,4,6,0,0,4,1,1,1,0,0,1,2,"30mph",1
"2014950004547",326200,674500,-3.183604,55.957873,95,"Serious collision",1,1,2014-08-21,5,17:30:00,923,"S12000036",6,0,6,30,3,4,6,0,0,4,1,1,1,0,0,1,2,"30mph",1
"2014950004547",326200,674500,-3.183604,55.957873,95,"Serious collision",1,1,2014-08-21,5,17:30:00,923,"S12000036",6,0,6,30,3,4,6,0,0,4,1,1,1,0,0,1,2,"30mph",1
"2014950004547",326200,674500,-3.183604,55.957873,95,"Serious collision",1,1,2014-08-21,5,17:30:00,923,"S12000036",6,0,6,30,3,4,6,0,0,4,1,1,1,0,0,1,2,"30mph",1
"2014950004548",324510,671670,-3.209873,55.932188,95,"Serious collision",1,1,2014-08-22,6,10:50:00,923,"S12000036",5,0,6,30,3,2,6,0,0,5,1,1,1,0,0,1,1,"20mph main streets",3
"2014950004548",324510,671670,-3.209873,55.932188,95,"Serious collision",1,1,2014-08-22,6,10:50:00,923,"S12000036",5,0,6,30,3,2,6,0,0,5,1,1,1,0,0,1,1,"20mph main streets",3
"2014950004548",324510,671670,-3.209873,55.932188,95,"Serious collision",1,1,2014-08-22,6,10:50:00,923,"S12000036",5,0,6,30,3,2,6,0,0,5,1,1,1,0,0,1,1,"20mph main streets",3
"2014950004548",324510,671670,-3.209873,55.932188,95,"Serious collision",1,1,2014-08-22,6,10:50:00,923,"S12000036",5,0,6,30,3,2,6,0,0,5,1,1,1,0,0,1,1,"20mph main streets",3
"2014950004551",325610,673600,-3.192803,55.949697,95,"Slight collision",1,1,2014-08-22,6,19:50:00,923,"S12000036",5,0,6,30,6,2,5,0,0,5,1,1,1,0,0,1,1,"20mph main streets",1
"2014950004551",325610,673600,-3.192803,55.949697,95,"Slight collision",1,1,2014-08-22,6,19:50:00,923,"S12000036",5,0,6,30,6,2,5,0,0,5,1,1,1,0,0,1,1,"20mph main streets",1
"2014950004551",325610,673600,-3.192803,55.949697,95,"Slight collision",1,1,2014-08-22,6,19:50:00,923,"S12000036",5,0,6,30,6,2,5,0,0,5,1,1,1,0,0,1,1,"20mph main streets",1
"2014950004551",325610,673600,-3.192803,55.949697,95,"Slight collision",1,1,2014-08-22,6,19:50:00,923,"S12000036",5,0,6,30,6,2,5,0,0,5,1,1,1,0,0,1,1,"20mph main streets",1
"2014950004552",324930,672760,-3.203456,55.942045,95,"Slight collision",2,1,2014-08-19,3,08:30:00,923,"S12000036",4,701,6,30,6,2,6,0,0,5,1,1,1,0,0,1,2,"20mph main streets",3
"2014950004552",324930,672760,-3.203456,55.942045,95,"Slight collision",2,1,2014-08-19,3,08:30:00,923,"S12000036",4,701,6,30,6,2,6,0,0,5,1,1,1,0,0,1,2,"20mph main streets",3
"2014950004552",324930,672760,-3.203456,55.942045,95,"Slight collision",2,1,2014-08-19,3,08:30:00,923,"S12000036",4,701,6,30,6,2,6,0,0,5,1,1,1,0,0,1,2,"20mph main streets",3
"2014950004552",324930,672760,-3.203456,55.942045,95,"Slight collision",2,1,2014-08-19,3,08:30:00,923,"S12000036",4,701,6,30,6,2,6,0,0,5,1,1,1,0,0,1,2,"20mph main streets",3
"2014950004560",318070,672800,-3.313267,55.941283,95,"Slight collision",2,2,2014-08-24,1,12:30:00,923,"S12000036",3,902,6,30,3,2,3,8,0,4,1,1,1,0,0,1,1,"40mph",5
"2014950004560",318070,672800,-3.313267,55.941283,95,"Slight collision",2,2,2014-08-24,1,12:30:00,923,"S12000036",3,902,6,30,3,2,3,8,0,4,1,1,1,0,0,1,1,"40mph",5
"2014950004560",318070,672800,-3.313267,55.941283,95,"Slight collision",2,2,2014-08-24,1,12:30:00,923,"S12000036",3,902,6,30,3,2,3,8,0,4,1,1,1,0,0,1,1,"40mph",5
"2014950004560",318070,672800,-3.313267,55.941283,95,"Slight collision",2,2,2014-08-24,1,12:30:00,923,"S12000036",3,902,6,30,3,2,3,8,0,4,1,1,1,0,0,1,1,"40mph",5
"2014950004561",320600,672810,-3.272776,55.941798,95,"Slight collision",1,1,2014-08-24,1,14:10:00,923,"S12000036",3,8,6,30,9,4,6,0,0,0,1,1,1,0,0,1,1,"30mph",4
"2014950004561",320600,672810,-3.272776,55.941798,95,"Slight collision",1,1,2014-08-24,1,14:10:00,923,"S12000036",3,8,6,30,9,4,6,0,0,0,1,1,1,0,0,1,1,"30mph",4
"2014950004561",320600,672810,-3.272776,55.941798,95,"Slight collision",1,1,2014-08-24,1,14:10:00,923,"S12000036",3,8,6,30,9,4,6,0,0,0,1,1,1,0,0,1,1,"30mph",4
"2014950004561",320600,672810,-3.272776,55.941798,95,"Slight collision",1,1,2014-08-24,1,14:10:00,923,"S12000036",3,8,6,30,9,4,6,0,0,0,1,1,1,0,0,1,1,"30mph",4
"2014950004562",324750,672280,-3.206203,55.937705,95,"Slight collision",1,2,2014-08-24,1,16:33:00,923,"S12000036",3,702,6,30,3,4,6,0,0,4,1,1,1,0,0,1,1,"20mph main streets",3
"2014950004562",324750,672280,-3.206203,55.937705,95,"Slight collision",1,2,2014-08-24,1,16:33:00,923,"S12000036",3,702,6,30,3,4,6,0,0,4,1,1,1,0,0,1,1,"20mph main streets",3
"2014950004562",324750,672280,-3.206203,55.937705,95,"Slight collision",1,2,2014-08-24,1,16:33:00,923,"S12000036",3,702,6,30,3,4,6,0,0,4,1,1,1,0,0,1,1,"20mph main streets",3
"2014950004562",324750,672280,-3.206203,55.937705,95,"Slight collision",1,2,2014-08-24,1,16:33:00,923,"S12000036",3,702,6,30,3,4,6,0,0,4,1,1,1,0,0,1,1,"20mph main streets",3
"2014950004563",322830,672230,-3.236917,55.936952,95,"Slight collision",2,1,2014-08-24,1,15:00:00,923,"S12000036",3,71,6,30,6,2,6,0,0,5,1,1,1,0,0,1,1,"20mph local streets",3
"2014950004563",322830,672230,-3.236917,55.936952,95,"Slight collision",2,1,2014-08-24,1,15:00:00,923,"S12000036",3,71,6,30,6,2,6,0,0,5,1,1,1,0,0,1,1,"20mph local streets",3
"2014950004563",322830,672230,-3.236917,55.936952,95,"Slight collision",2,1,2014-08-24,1,15:00:00,923,"S12000036",3,71,6,30,6,2,6,0,0,5,1,1,1,0,0,1,1,"20mph local streets",3
"2014950004563",322830,672230,-3.236917,55.936952,95,"Slight collision",2,1,2014-08-24,1,15:00:00,923,"S12000036",3,71,6,30,6,2,6,0,0,5,1,1,1,0,0,1,1,"20mph local streets",3
"2014950004600",319290,674930,-3.294379,55.960623,95,"Slight collision",1,1,2014-08-25,2,12:45:00,923,"S12000036",3,90,3,30,3,3,6,0,0,0,1,1,2,0,0,1,2,"40mph",4
"2014950004600",319290,674930,-3.294379,55.960623,95,"Slight collision",1,1,2014-08-25,2,12:45:00,923,"S12000036",3,90,3,30,3,3,6,0,0,0,1,1,2,0,0,1,2,"40mph",4
"2014950004600",319290,674930,-3.294379,55.960623,95,"Slight collision",1,1,2014-08-25,2,12:45:00,923,"S12000036",3,90,3,30,3,3,6,0,0,0,1,1,2,0,0,1,2,"40mph",4
"2014950004600",319290,674930,-3.294379,55.960623,95,"Slight collision",1,1,2014-08-25,2,12:45:00,923,"S12000036",3,90,3,30,3,3,6,0,0,0,1,1,2,0,0,1,2,"40mph",4
"2014950004601",325910,673780,-3.18805,55.95136,95,"Slight collision",1,1,2014-08-26,3,13:19:00,923,"S12000036",6,0,6,30,9,2,6,0,0,0,1,1,1,0,0,1,2,"20mph local streets",1
"2014950004601",325910,673780,-3.18805,55.95136,95,"Slight collision",1,1,2014-08-26,3,13:19:00,923,"S12000036",6,0,6,30,9,2,6,0,0,0,1,1,1,0,0,1,2,"20mph local streets",1
"2014950004601",325910,673780,-3.18805,55.95136,95,"Slight collision",1,1,2014-08-26,3,13:19:00,923,"S12000036",6,0,6,30,9,2,6,0,0,0,1,1,1,0,0,1,2,"20mph local streets",1
"2014950004601",325910,673780,-3.18805,55.95136,95,"Slight collision",1,1,2014-08-26,3,13:19:00,923,"S12000036",6,0,6,30,9,2,6,0,0,0,1,1,1,0,0,1,2,"20mph local streets",1
"2014950004602",325660,673880,-3.19208,55.95222,95,"Slight collision",1,1,2014-08-26,3,15:00:00,923,"S12000036",6,0,6,30,0,-1,-1,0,0,0,1,1,1,0,0,1,2,"20mph main streets",1
"2014950004602",325660,673880,-3.19208,55.95222,95,"Slight collision",1,1,2014-08-26,3,15:00:00,923,"S12000036",6,0,6,30,0,-1,-1,0,0,0,1,1,1,0,0,1,2,"20mph main streets",1
"2014950004602",325660,673880,-3.19208,55.95222,95,"Slight collision",1,1,2014-08-26,3,15:00:00,923,"S12000036",6,0,6,30,0,-1,-1,0,0,0,1,1,1,0,0,1,2,"20mph main streets",1
"2014950004602",325660,673880,-3.19208,55.95222,95,"Slight collision",1,1,2014-08-26,3,15:00:00,923,"S12000036",6,0,6,30,0,-1,-1,0,0,0,1,1,1,0,0,1,2,"20mph main streets",1
"2014950004603",329000,668430,-3.137169,55.903767,95,"Slight collision",2,1,2014-08-26,3,17:40:00,923,"S12000036",4,701,6,30,3,4,6,0,0,5,1,1,1,0,0,1,1,"30mph",6
"2014950004603",329000,668430,-3.137169,55.903767,95,"Slight collision",2,1,2014-08-26,3,17:40:00,923,"S12000036",4,701,6,30,3,4,6,0,0,5,1,1,1,0,0,1,1,"30mph",6
"2014950004603",329000,668430,-3.137169,55.903767,95,"Slight collision",2,1,2014-08-26,3,17:40:00,923,"S12000036",4,701,6,30,3,4,6,0,0,5,1,1,1,0,0,1,1,"30mph",6
"2014950004603",329000,668430,-3.137169,55.903767,95,"Slight collision",2,1,2014-08-26,3,17:40:00,923,"S12000036",4,701,6,30,3,4,6,0,0,5,1,1,1,0,0,1,1,"30mph",6
"2014950004604",324170,677010,-3.216818,55.980103,95,"Slight collision",2,1,2014-08-26,3,18:42:00,923,"S12000036",3,901,6,30,9,4,6,0,0,0,1,1,1,0,0,1,1,"20mph main streets",2
"2014950004604",324170,677010,-3.216818,55.980103,95,"Slight collision",2,1,2014-08-26,3,18:42:00,923,"S12000036",3,901,6,30,9,4,6,0,0,0,1,1,1,0,0,1,1,"20mph main streets",2
"2014950004604",324170,677010,-3.216818,55.980103,95,"Slight collision",2,1,2014-08-26,3,18:42:00,923,"S12000036",3,901,6,30,9,4,6,0,0,0,1,1,1,0,0,1,1,"20mph main streets",2
"2014950004604",324170,677010,-3.216818,55.980103,95,"Slight collision",2,1,2014-08-26,3,18:42:00,923,"S12000036",3,901,6,30,9,4,6,0,0,0,1,1,1,0,0,1,1,"20mph main streets",2
"2014950004605",327130,676100,-3.169146,55.972388,95,"Slight collision",2,2,2014-08-26,3,17:25:00,923,"S12000036",3,900,6,20,6,4,6,0,0,5,1,1,1,0,0,1,1,"20mph main streets",2
"2014950004605",327130,676100,-3.169146,55.972388,95,"Slight collision",2,2,2014-08-26,3,17:25:00,923,"S12000036",3,900,6,20,6,4,6,0,0,5,1,1,1,0,0,1,1,"20mph main streets",2
"2014950004605",327130,676100,-3.169146,55.972388,95,"Slight collision",2,2,2014-08-26,3,17:25:00,923,"S12000036",3,900,6,20,6,4,6,0,0,5,1,1,1,0,0,1,1,"20mph main streets",2
"2014950004605",327130,676100,-3.169146,55.972388,95,"Slight collision",2,2,2014-08-26,3,17:25:00,923,"S12000036",3,900,6,20,6,4,6,0,0,5,1,1,1,0,0,1,1,"20mph main streets",2
"2014950004630",327420,666990,-3.162048,55.890595,95,"Slight collision",2,1,2014-08-27,4,18:00:00,923,"S12000036",3,720,1,20,1,4,3,701,0,0,1,1,1,0,0,2,2,"Trunk roads",6
"2014950004630",327420,666990,-3.162048,55.890595,95,"Slight collision",2,1,2014-08-27,4,18:00:00,923,"S12000036",3,720,1,20,1,4,3,701,0,0,1,1,1,0,0,2,2,"Trunk roads",6
"2014950004630",327420,666990,-3.162048,55.890595,95,"Slight collision",2,1,2014-08-27,4,18:00:00,923,"S12000036",3,720,1,20,1,4,3,701,0,0,1,1,1,0,0,2,2,"Trunk roads",6
"2014950004630",327420,666990,-3.162048,55.890595,95,"Slight collision",2,1,2014-08-27,4,18:00:00,923,"S12000036",3,720,1,20,1,4,3,701,0,0,1,1,1,0,0,2,2,"Trunk roads",6
"2014950004631",326180,672720,-3.183437,55.94188,95,"Slight collision",2,1,2014-08-27,4,17:40:00,923,"S12000036",6,0,6,30,3,4,6,0,0,4,1,1,1,0,0,1,1,"20mph local streets",1
"2014950004631",326180,672720,-3.183437,55.94188,95,"Slight collision",2,1,2014-08-27,4,17:40:00,923,"S12000036",6,0,6,30,3,4,6,0,0,4,1,1,1,0,0,1,1,"20mph local streets",1
"2014950004631",326180,672720,-3.183437,55.94188,95,"Slight collision",2,1,2014-08-27,4,17:40:00,923,"S12000036",6,0,6,30,3,4,6,0,0,4,1,1,1,0,0,1,1,"20mph local streets",1
"2014950004631",326180,672720,-3.183437,55.94188,95,"Slight collision",2,1,2014-08-27,4,17:40:00,923,"S12000036",6,0,6,30,3,4,6,0,0,4,1,1,1,0,0,1,1,"20mph local streets",1
"2014950004633",318860,674910,-3.301259,55.960371,95,"Serious collision",1,1,2014-08-28,5,03:15:00,923,"S12000036",3,90,6,30,3,2,4,701,0,4,4,1,1,0,0,1,1,"40mph",4
"2014950004633",318860,674910,-3.301259,55.960371,95,"Serious collision",1,1,2014-08-28,5,03:15:00,923,"S12000036",3,90,6,30,3,2,4,701,0,4,4,1,1,0,0,1,1,"40mph",4
"2014950004633",318860,674910,-3.301259,55.960371,95,"Serious collision",1,1,2014-08-28,5,03:15:00,923,"S12000036",3,90,6,30,3,2,4,701,0,4,4,1,1,0,0,1,1,"40mph",4
"2014950004633",318860,674910,-3.301259,55.960371,95,"Serious collision",1,1,2014-08-28,5,03:15:00,923,"S12000036",3,90,6,30,3,2,4,701,0,4,4,1,1,0,0,1,1,"40mph",4
"2014950004639",325320,673070,-3.197299,55.944891,95,"Slight collision",1,1,2014-08-17,1,00:10:00,923,"S12000036",5,0,6,30,3,4,6,0,0,5,4,1,1,0,0,1,2,"20mph main streets",1
"2014950004639",325320,673070,-3.197299,55.944891,95,"Slight collision",1,1,2014-08-17,1,00:10:00,923,"S12000036",5,0,6,30,3,4,6,0,0,5,4,1,1,0,0,1,2,"20mph main streets",1
"2014950004639",325320,673070,-3.197299,55.944891,95,"Slight collision",1,1,2014-08-17,1,00:10:00,923,"S12000036",5,0,6,30,3,4,6,0,0,5,4,1,1,0,0,1,2,"20mph main streets",1
"2014950004639",325320,673070,-3.197299,55.944891,95,"Slight collision",1,1,2014-08-17,1,00:10:00,923,"S12000036",5,0,6,30,3,4,6,0,0,5,4,1,1,0,0,1,2,"20mph main streets",1
"2014950004654",323740,674670,-3.223044,55.959015,95,"Slight collision",1,1,2014-08-28,5,18:52:00,923,"S12000036",4,900,6,30,6,4,6,0,0,4,1,1,1,0,0,1,1,"20mph main streets",2
"2014950004654",323740,674670,-3.223044,55.959015,95,"Slight collision",1,1,2014-08-28,5,18:52:00,923,"S12000036",4,900,6,30,6,4,6,0,0,4,1,1,1,0,0,1,1,"20mph main streets",2
"2014950004654",323740,674670,-3.223044,55.959015,95,"Slight collision",1,1,2014-08-28,5,18:52:00,923,"S12000036",4,900,6,30,6,4,6,0,0,4,1,1,1,0,0,1,1,"20mph main streets",2
"2014950004654",323740,674670,-3.223044,55.959015,95,"Slight collision",1,1,2014-08-28,5,18:52:00,923,"S12000036",4,900,6,30,6,4,6,0,0,4,1,1,1,0,0,1,1,"20mph main streets",2
"2014950004658",325910,674430,-3.188229,55.957199,95,"Slight collision",2,1,2014-08-29,6,13:02:00,923,"S12000036",4,901,6,30,0,-1,-1,0,0,5,1,2,2,0,0,1,1,"20mph existing streets",2
"2014950004658",325910,674430,-3.188229,55.957199,95,"Slight collision",2,1,2014-08-29,6,13:02:00,923,"S12000036",4,901,6,30,0,-1,-1,0,0,5,1,2,2,0,0,1,1,"20mph existing streets",2
"2014950004658",325910,674430,-3.188229,55.957199,95,"Slight collision",2,1,2014-08-29,6,13:02:00,923,"S12000036",4,901,6,30,0,-1,-1,0,0,5,1,2,2,0,0,1,1,"20mph existing streets",2
"2014950004658",325910,674430,-3.188229,55.957199,95,"Slight collision",2,1,2014-08-29,6,13:02:00,923,"S12000036",4,901,6,30,0,-1,-1,0,0,5,1,2,2,0,0,1,1,"20mph existing streets",2
"2014950004664",318220,675020,-3.31154,55.96125,95,"Slight collision",2,2,2014-08-29,6,20:37:00,923,"S12000036",3,90,6,40,0,-1,-1,0,0,0,6,2,2,0,0,1,1,"40mph",4
"2014950004664",318220,675020,-3.31154,55.96125,95,"Slight collision",2,2,2014-08-29,6,20:37:00,923,"S12000036",3,90,6,40,0,-1,-1,0,0,0,6,2,2,0,0,1,1,"40mph",4
"2014950004664",318220,675020,-3.31154,55.96125,95,"Slight collision",2,2,2014-08-29,6,20:37:00,923,"S12000036",3,90,6,40,0,-1,-1,0,0,0,6,2,2,0,0,1,1,"40mph",4
"2014950004664",318220,675020,-3.31154,55.96125,95,"Slight collision",2,2,2014-08-29,6,20:37:00,923,"S12000036",3,90,6,40,0,-1,-1,0,0,0,6,2,2,0,0,1,1,"40mph",4
"2014950004665",327380,669320,-3.163314,55.91152,95,"Slight collision",4,1,2014-08-29,6,17:25:00,923,"S12000036",3,701,6,30,0,-1,-1,0,0,0,1,2,2,0,0,1,1,"30mph",6
"2014950004665",327380,669320,-3.163314,55.91152,95,"Slight collision",4,1,2014-08-29,6,17:25:00,923,"S12000036",3,701,6,30,0,-1,-1,0,0,0,1,2,2,0,0,1,1,"30mph",6
"2014950004665",327380,669320,-3.163314,55.91152,95,"Slight collision",4,1,2014-08-29,6,17:25:00,923,"S12000036",3,701,6,30,0,-1,-1,0,0,0,1,2,2,0,0,1,1,"30mph",6
"2014950004665",327380,669320,-3.163314,55.91152,95,"Slight collision",4,1,2014-08-29,6,17:25:00,923,"S12000036",3,701,6,30,0,-1,-1,0,0,0,1,2,2,0,0,1,1,"30mph",6
"2014950004667",324520,670907,-3.2095,55.925336,95,"Slight collision",1,1,2014-08-29,6,22:42:00,923,"S12000036",6,0,6,30,3,4,6,0,0,0,6,1,1,0,0,1,1,"20mph main streets",3
"2014950004667",324520,670907,-3.2095,55.925336,95,"Slight collision",1,1,2014-08-29,6,22:42:00,923,"S12000036",6,0,6,30,3,4,6,0,0,0,6,1,1,0,0,1,1,"20mph main streets",3
"2014950004667",324520,670907,-3.2095,55.925336,95,"Slight collision",1,1,2014-08-29,6,22:42:00,923,"S12000036",6,0,6,30,3,4,6,0,0,0,6,1,1,0,0,1,1,"20mph main streets",3
"2014950004667",324520,670907,-3.2095,55.925336,95,"Slight collision",1,1,2014-08-29,6,22:42:00,923,"S12000036",6,0,6,30,3,4,6,0,0,0,6,1,1,0,0,1,1,"20mph main streets",3
"2014950004669",325056,673251,-3.201576,55.946476,95,"Slight collision",2,1,2014-08-29,6,19:40:00,923,"S12000036",6,0,6,30,0,-1,-1,0,0,5,1,2,2,0,0,1,2,"20mph local streets",1
"2014950004669",325056,673251,-3.201576,55.946476,95,"Slight collision",2,1,2014-08-29,6,19:40:00,923,"S12000036",6,0,6,30,0,-1,-1,0,0,5,1,2,2,0,0,1,2,"20mph local streets",1
"2014950004669",325056,673251,-3.201576,55.946476,95,"Slight collision",2,1,2014-08-29,6,19:40:00,923,"S12000036",6,0,6,30,0,-1,-1,0,0,5,1,2,2,0,0,1,2,"20mph local streets",1
"2014950004669",325056,673251,-3.201576,55.946476,95,"Slight collision",2,1,2014-08-29,6,19:40:00,923,"S12000036",6,0,6,30,0,-1,-1,0,0,5,1,2,2,0,0,1,2,"20mph local streets",1
"2014950004673",326538,674534,-3.178201,55.95823,95,"Slight collision",2,1,2014-08-30,7,16:45:00,923,"S12000036",6,0,6,30,3,2,3,1,0,5,1,1,1,0,0,1,2,"20mph existing streets",2
"2014950004673",326538,674534,-3.178201,55.95823,95,"Slight collision",2,1,2014-08-30,7,16:45:00,923,"S12000036",6,0,6,30,3,2,3,1,0,5,1,1,1,0,0,1,2,"20mph existing streets",2
"2014950004673",326538,674534,-3.178201,55.95823,95,"Slight collision",2,1,2014-08-30,7,16:45:00,923,"S12000036",6,0,6,30,3,2,3,1,0,5,1,1,1,0,0,1,2,"20mph existing streets",2
"2014950004673",326538,674534,-3.178201,55.95823,95,"Slight collision",2,1,2014-08-30,7,16:45:00,923,"S12000036",6,0,6,30,3,2,3,1,0,5,1,1,1,0,0,1,2,"20mph existing streets",2
"2014950004674",322180,671160,-3.247011,55.927235,95,"Slight collision",3,1,2014-08-30,7,17:15:00,923,"S12000036",6,0,6,30,3,4,6,0,0,1,1,1,1,0,0,1,1,"20mph local streets",5
"2014950004674",322180,671160,-3.247011,55.927235,95,"Slight collision",3,1,2014-08-30,7,17:15:00,923,"S12000036",6,0,6,30,3,4,6,0,0,1,1,1,1,0,0,1,1,"20mph local streets",5
"2014950004674",322180,671160,-3.247011,55.927235,95,"Slight collision",3,1,2014-08-30,7,17:15:00,923,"S12000036",6,0,6,30,3,4,6,0,0,1,1,1,1,0,0,1,1,"20mph local streets",5
"2014950004674",322180,671160,-3.247011,55.927235,95,"Slight collision",3,1,2014-08-30,7,17:15:00,923,"S12000036",6,0,6,30,3,4,6,0,0,1,1,1,1,0,0,1,1,"20mph local streets",5
"2014950004675",318050,672730,-3.313566,55.940651,95,"Slight collision",2,1,2014-08-27,4,18:00:00,923,"S12000036",3,8,6,40,7,2,3,902,0,0,1,1,1,0,0,1,1,"40mph",5
"2014950004675",318050,672730,-3.313566,55.940651,95,"Slight collision",2,1,2014-08-27,4,18:00:00,923,"S12000036",3,8,6,40,7,2,3,902,0,0,1,1,1,0,0,1,1,"40mph",5
"2014950004675",318050,672730,-3.313566,55.940651,95,"Slight collision",2,1,2014-08-27,4,18:00:00,923,"S12000036",3,8,6,40,7,2,3,902,0,0,1,1,1,0,0,1,1,"40mph",5
"2014950004675",318050,672730,-3.313566,55.940651,95,"Slight collision",2,1,2014-08-27,4,18:00:00,923,"S12000036",3,8,6,40,7,2,3,902,0,0,1,1,1,0,0,1,1,"40mph",5
"2014950004678",326160,673670,-3.184017,55.950411,95,"Serious collision",1,1,2014-08-31,1,02:00:00,923,"S12000036",6,0,6,30,0,-1,-1,0,0,0,4,2,2,0,0,1,1,"20mph local streets",1
